Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"OA","Annual population","195","Senegal","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1950","1950","1000 persons","2486.635","X","International reliable sources","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Annual population","195","Senegal","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1951","1951","1000 persons","2545.339","X","International reliable sources",""
"OA","Annual population","195","Senegal","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1952","1952","1000 persons","2606.624","X","International reliable sources",""
"OA","Annual population","195","Senegal","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1953","1953","1000 persons","2670.744","X","International reliable sources",""
"OA","Annual population","195","Senegal","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1954","1954","1000 persons","2737.905","X","International reliable sources",""
"OA","Annual population","195","Senegal","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1955","1955","1000 persons","2808.225","X","International reliable sources","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Annual population","195","Senegal","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1956","1956","1000 persons","2881.764","X","International reliable sources",""
"OA","Annual population","195","Senegal","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1957","1957","1000 persons","2958.485","X","International reliable sources",""
"OA","Annual population","195","Senegal","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1958","1958","1000 persons","3038.296","X","International reliable sources",""
"OA","Annual population","195","Senegal","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1959","1959","1000 persons","3121.085","X","International reliable sources",""
"OA","Annual population","195","Senegal","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1960","1960","1000 persons","3206.749","X","International reliable sources","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Annual population","195","Senegal","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1961","1961","1000 persons","3295.278","X","International reliable sources",""
"OA","Annual population","195","Senegal","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1962","1962","1000 persons","3386.806","X","International reliable sources",""
"OA","Annual population","195","Senegal","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1963","1963","1000 persons","3481.654","X","International reliable sources",""
"OA","Annual population","195","Senegal","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1964","1964","1000 persons","3580.239","X","International reliable sources",""
"OA","Annual population","195","Senegal","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1965","1965","1000 persons","3682.876","X","International reliable sources","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Annual population","195","Senegal","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1966","1966","1000 persons","3789.383","X","International reliable sources",""
"OA","Annual population","195","Senegal","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1967","1967","1000 persons","3899.644","X","International reliable sources",""
"OA","Annual population","195","Senegal","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1968","1968","1000 persons","4014.103","X","International reliable sources",""
"OA","Annual population","195","Senegal","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1969","1969","1000 persons","4133.322","X","International reliable sources",""
"OA","Annual population","195","Senegal","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1970","1970","1000 persons","4257.505","X","International reliable sources","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Annual population","195","Senegal","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1971","1971","1000 persons","4387.54","X","International reliable sources",""
"OA","Annual population","195","Senegal","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1972","1972","1000 persons","4522.893","X","International reliable sources",""
"OA","Annual population","195","Senegal","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1973","1973","1000 persons","4660.725","X","International reliable sources",""
"OA","Annual population","195","Senegal","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1974","1974","1000 persons","4797.187","X","International reliable sources",""
"OA","Annual population","195","Senegal","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1975","1975","1000 persons","4929.846","X","International reliable sources",""
"OA","Annual population","195","Senegal","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1976","1976","1000 persons","5057.378","X","International reliable sources",""
"OA","Annual population","195","Senegal","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1977","1977","1000 persons","5181.514","X","International reliable sources",""
"OA","Annual population","195","Senegal","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1978","1978","1000 persons","5306.681","X","International reliable sources",""
"OA","Annual population","195","Senegal","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1979","1979","1000 persons","5439.066","X","International reliable sources",""
"OA","Annual population","195","Senegal","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1980","1980","1000 persons","5583.165","X","International reliable sources",""
"OA","Annual population","195","Senegal","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1981","1981","1000 persons","5740.444","X","International reliable sources",""
"OA","Annual population","195","Senegal","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1982","1982","1000 persons","5909.739","X","International reliable sources",""
"OA","Annual population","195","Senegal","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1983","1983","1000 persons","6089.572","X","International reliable sources",""
"OA","Annual population","195","Senegal","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1984","1984","1000 persons","6277.424","X","International reliable sources",""
"OA","Annual population","195","Senegal","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1985","1985","1000 persons","6471.327","X","International reliable sources",""
"OA","Annual population","195","Senegal","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1986","1986","1000 persons","6670.663","X","International reliable sources",""
"OA","Annual population","195","Senegal","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1987","1987","1000 persons","6875.754","X","International reliable sources",""
"OA","Annual population","195","Senegal","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1988","1988","1000 persons","7086.627","X","International reliable sources",""
"OA","Annual population","195","Senegal","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1989","1989","1000 persons","7303.517","X","International reliable sources",""
"OA","Annual population","195","Senegal","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1990","1990","1000 persons","7526.307","X","International reliable sources",""
"OA","Annual population","195","Senegal","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1991","1991","1000 persons","7755.496","X","International reliable sources",""
"OA","Annual population","195","Senegal","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1992","1992","1000 persons","7990.096","X","International reliable sources",""
"OA","Annual population","195","Senegal","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1993","1993","1000 persons","8226.76","X","International reliable sources",""
"OA","Annual population","195","Senegal","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1994","1994","1000 persons","8461.068","X","International reliable sources",""
"OA","Annual population","195","Senegal","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1995","1995","1000 persons","8690.164","X","International reliable sources",""
"OA","Annual population","195","Senegal","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1996","1996","1000 persons","8912.861","X","International reliable sources",""
"OA","Annual population","195","Senegal","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1997","1997","1000 persons","9130.877","X","International reliable sources",""
"OA","Annual population","195","Senegal","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1998","1998","1000 persons","9347.774","X","International reliable sources",""
"OA","Annual population","195","Senegal","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1999","1999","1000 persons","9568.722","X","International reliable sources",""
"OA","Annual population","195","Senegal","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2000","2000","1000 persons","9797.734","X","International reliable sources",""
"OA","Annual population","195","Senegal","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2001","2001","1000 persons","10036.104","X","International reliable sources",""
"OA","Annual population","195","Senegal","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2002","2002","1000 persons","10283.699","X","International reliable sources",""
"OA","Annual population","195","Senegal","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2003","2003","1000 persons","10541.467","X","International reliable sources",""
"OA","Annual population","195","Senegal","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2004","2004","1000 persons","10810.083","X","International reliable sources",""
"OA","Annual population","195","Senegal","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2005","2005","1000 persons","11090.116","X","International reliable sources",""
"OA","Annual population","195","Senegal","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2006","2006","1000 persons","11382.268","X","International reliable sources",""
"OA","Annual population","195","Senegal","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2007","2007","1000 persons","11687.08","X","International reliable sources",""
"OA","Annual population","195","Senegal","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2008","2008","1000 persons","12004.701","X","International reliable sources",""
"OA","Annual population","195","Senegal","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2009","2009","1000 persons","12335.084","X","International reliable sources",""
"OA","Annual population","195","Senegal","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2010","2010","1000 persons","12678.148","X","International reliable sources",""
"OA","Annual population","195","Senegal","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2011","2011","1000 persons","13033.809","X","International reliable sources",""
"OA","Annual population","195","Senegal","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2012","2012","1000 persons","13401.992","X","International reliable sources",""
"OA","Annual population","195","Senegal","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 persons","13782.424","X","International reliable sources",""
"OA","Annual population","195","Senegal","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2014","2014","1000 persons","14174.739","X","International reliable sources",""
"OA","Annual population","195","Senegal","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 persons","14578.459","X","International reliable sources",""
"OA","Annual population","195","Senegal","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2016","2016","1000 persons","14993.519","X","International reliable sources",""
"OA","Annual population","195","Senegal","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","15419.355","X","International reliable sources",""
"OA","Annual population","195","Senegal","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","15854.323","X","International reliable sources",""
